metros_cuadrados,habitaciones,precio_alquiler,barrio,precio_barrio,precio_metro_cuadrado,precio_habitacion,precio_metro_habitacion
87.0,3,521,"Villaverde, Madrid",696.4850746268656,5.988505747126437,173.66666666666666,1.996168582375479
60.0,2,758,"San Andrés, Madrid",770.3835616438356,12.633333333333333,379.0,6.316666666666666
78.0,4,731,"Los Ángeles, Madrid",742.2826086956521,9.371794871794872,182.75,2.342948717948718
52.0,1,505,"Los Rosales, Madrid",785.7218045112782,9.711538461538462,505.0,9.711538461538462
125.0,3,1135,"Butarque, Madrid",993.5370370370371,9.08,378.3333333333333,3.026666666666667
97.0,2,1111,"Butarque, Madrid",993.5370370370371,11.45360824742268,555.5,5.72680412371134
93.0,2,1004,"Butarque, Madrid",993.5370370370371,10.795698924731182,502.0,5.397849462365591
103.0,4,823,"Los Ángeles, Madrid",742.2826086956521,7.990291262135922,205.75,1.9975728155339805
83.0,2,1004,"Butarque, Madrid",993.5370370370371,12.096385542168674,502.0,6.048192771084337
45.0,2,471,"Los Rosales, Madrid",785.7218045112782,10.466666666666667,235.5,5.233333333333333
120.0,3,1195,"Los Rosales, Madrid",785.7218045112782,9.958333333333334,398.3333333333333,3.3194444444444446
74.0,3,702,"Los Ángeles, Madrid",742.2826086956521,9.486486486486486,234.0,3.1621621621621623
125.0,3,1128,"Butarque, Madrid",993.5370370370371,9.024,376.0,3.008
126.0,4,1135,"Butarque, Madrid",993.5370370370371,9.007936507936508,283.75,2.251984126984127
158.0,3,1172,"Butarque, Madrid",993.5370370370371,7.417721518987341,390.6666666666667,2.4725738396624473
65.0,2,604,"Villaverde, Madrid",696.4850746268656,9.292307692307693,302.0,4.6461538461538465
